Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;someone holding a bunch of receipts in their hands;0.0;0.0;0.0;0.81821859;0.81302261;0.81561232;0.23333016;0.71515542
0002.jpg;Vyras neša vėliavą;there is a man holding a flag in front of a building;0.0;0.0;0.11764706;0.8542763;0.86609423;0.86014467;0.16088951;0.81438178
0003.jpg;Du kareiviai stovintys su vėliava;soldiers holding a green flag and a military vehicle in the background;0.0;0.0;0.0;0.84153438;0.84508759;0.84330726;0.27712393;0.75532997
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;several people holding signs and protesting against the government;0.0;0.0;0.0;0.85453391;0.8543731;0.8544535;0.46160096;0.86593628
0005.jpg;Ant stalo padėtos kodekso knygos;books and a red backpack sitting on top of a table;0.0;0.0;0.0;0.8468281;0.84066403;0.8437348;0.23761019;0.65960884
0006.jpg;Ranka virš čekių;someone is holding a stack of receipts on a table;0.0;0.0;0.0;0.82977951;0.82896525;0.82937211;0.13112527;0.60355628
0007.jpg;Vyras tikrinasi regėjimą;there is a man with a spoon and a spoon in his eye;0.0;0.0;0.0;0.81292427;0.83086979;0.8217991;-0.07565023;0.59988731
0008.jpg;Daugiabučio namo renovacija;arafed building with scaffolding and scaffolding around it;0.0;0.0;0.0;0.81904626;0.81665951;0.81785113;0.07591194;0.56556129
0009.jpg;Lietuvos pašto dėžutė ant sienos;there is a yellow mail box on a pole outside of a building;0.0;0.0;0.0;0.84260547;0.84606326;0.84433085;0.02870142;0.60635442
0010.jpg;Krovininis laivas plaukiantis į uostą;arafed cargo ship in the water with a lot of containers on it;0.0;0.0;0.0;0.83722961;0.82854044;0.83286238;0.23912989;0.74919379
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;cars are driving down the road near a traffic light;0.0;0.0;0.0;0.82211041;0.82205856;0.82208449;0.03501075;0.27060536
0012.jpg;Prekių vežimėlis prekybos centre;someone is pushing a shopping cart in a grocery store;0.0;0.0;0.0;0.8461771;0.84792268;0.847049;0.10393148;0.60709757
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;people walking on a bridge over a river with a city in the background;0.0;0.0;0.0;0.85024661;0.85807359;0.85414219;0.27839348;0.83977616
0014.jpg;Vėjo jėgainės jūroje;there are many wind turbines in the distance behind the grass;0.0;0.0;0.0;0.83460766;0.84970134;0.84208685;0.18072444;0.65532094
0015.jpg;Pinigų banknotai;a close up of a bunch of different colored euro bank notes;0.0;0.0;0.0;0.8275581;0.86385322;0.84531629;0.42377204;0.66731417
0016.jpg;Indai pilni persikų;there are many bowls of peaches in the grass and a hand holding a peach;0.0;0.0;0.0;0.8014012;0.81691551;0.80908406;0.26661381;0.77115875
0017.jpg;Traktorius dirba laukuose;arafed tractor with a sprayer in a field of grass;0.0;0.0;0.0;0.84331501;0.86817276;0.85556334;0.39026234;0.78924459
0018.jpg;Kombainas dirba laukuose;arafed combine harvester in a field with a bird flying overhead;0.0;0.0;0.0;0.82953864;0.85383272;0.84151042;0.13668449;0.59986246
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;there is a person holding a basket of vegetables in their hands;0.0;0.0;0.0;0.85645914;0.86045247;0.85845125;0.1646184;0.89329922
0020.jpg;Virtuvė prieš ir po remonto;there are two pictures of a kitchen with a table and chairs;0.0;0.0;0.0;0.83633935;0.84310001;0.83970606;0.18257292;0.71076101
0021.jpg;Kondensatas susidaręs prie lango;there is a small plant sitting on a window sill;0.0;0.0;0.0;0.84086531;0.83829558;0.83957845;0.06553652;0.76093864
0022.jpg;Maža mergaitė sėdinti ant grindų;there is a little girl sitting on the floor watching tv;0.0;0.0;0.11111111;0.86152583;0.86900413;0.8652488;0.22280324;0.79851598
0023.jpg;Kompostuojamos atliekos angare;there is a pile of dirt in a large open area;0.0;0.0;0.0;0.80179548;0.78398949;0.79279256;0.08169791;0.39673111
0024.jpg;Sodo komposto dėžė;there is a composted composted composted composted composted compost;0.0;0.0;0.0;0.80447805;0.85702085;0.82991862;0.40065655;0.80182481
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;araf truck with a man loading a large amount of garbage;0.0;0.0;0.0;0.83884436;0.8241967;0.83145601;0.05662757;0.69167018
0026.jpg;Daug vikšrų;there are two pictures of a cater cater on a plant;0.0;0.0;0.0;0.79469728;0.79454392;0.79462057;0.01868481;0.49423683
0027.jpg;Daug vikšrų;there are many black bugs crawling on a mossy plant;0.0;0.0;0.0;0.80425364;0.80117422;0.80271101;0.11041331;0.59492743
0028.jpg;Antrankiais surakintas žmogus;araffes in handcuffs holding a cell phone in their hands;0.0;0.0;0.0;0.79852504;0.79441875;0.79646659;0.02601;0.2789098
0029.jpg;Naftos terminalas Rusijoje;arafly view of a large industrial area with a body of water;0.0;0.0;0.0;0.83805215;0.83602589;0.8370378;0.1186175;0.29391301
0030.jpg;Vyras laikantis automobilio ratą;a man working on a car in a garage with a wren;0.0;0.0;0.0;0.83842582;0.84791934;0.84314591;0.25738221;0.58657736
0031.jpg;Aukso luitai ir žmogaus pirštas;someone pointing at a gold bar on a phone with a red arrow;0.0;0.0;0.0;0.8397699;0.83645737;0.83811033;0.17641881;0.52885759
0032.jpg;Moksleiviai sėdintys klasėje;students sitting in a classroom watching a presentation on a screen;0.0;0.0;0.0;0.85674828;0.84950793;0.85311276;0.39072305;0.83354419
0033.jpg;Mokytoja stovinti prie išmanios lentos;students sitting at desks in a classroom with a projector screen;0.0;0.0;0.0;0.84959972;0.85495436;0.85226858;0.1329336;0.56990987
0034.jpg;Vaistai ir pinigai;a close up of a calculator, pen, and pills on a table;0.0;0.0;0.0;0.83357799;0.82631969;0.82993293;0.15526438;0.44976169
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;a close up of a gold medal with a man ' s face;0.0;0.0;0.0;0.82352519;0.8069706;0.81516385;0.06703685;0.16950272
0036.jpg;Žemė ir skriejantis asteroidas;a close up of a rock near a planet with a red light;0.0;0.0;0.0;0.83968747;0.82467282;0.83211243;0.19678366;0.61447883
0037.jpg;Žemė ir skriejantis asteroidas;an image of a large rock is flying over the earth;0.0;0.0;0.0;0.84299934;0.84377474;0.84338689;0.28061551;0.61477494
0038.jpg;Palydovas kosmose;arafed view of a space station in the sky with clouds;0.0;0.0;0.0;0.82197982;0.82720655;0.8245849;0.28843904;0.72670043
0039.jpg;Blogas kvapas;a woman with a tear of tear on her nose;0.0;0.0;0.0;0.77501905;0.80243087;0.78848678;0.03393844;0.34949675
0040.jpg;Naujagimius ligoninėje prižiūri seselė;there are many babies in a row in a hospital room;0.0;0.0;0.0;0.85116589;0.84888607;0.85002446;0.20904166;0.70792484
0041.jpg;Zebras;zebra standing in front of a black and white striped wall;0.0;0.25;0.16666667;0.77013415;0.81367493;0.79130602;0.65121883;0.79179031
0042.jpg;Rankos pirštų nagai;someone is holding their thumb up with a toothbrush in their hand;0.0;0.0;0.0;0.79086208;0.79943037;0.79512316;0.16775793;0.49177328
0043.jpg;Daug radioteleskopų;arafed array of white satellite dishes in a desert area;0.0;0.0;0.0;0.81614435;0.83201075;0.82400113;0.16491856;0.58406234
0044.jpg;Du šernai pievoje;there are two boars that are walking in the grass;0.0;0.0;0.0;0.81600785;0.81005311;0.81301951;0.21776895;0.38286752
0045.jpg;Pomidorai ir bulvės;there are two pictures of a person picking up a tomato;0.0;0.0;0.0;0.83489358;0.81320024;0.8239041;0.16685006;0.50518179
0046.jpg;Du vilkai miške;there are two wolfs standing in the woods together;0.0;0.0;0.0;0.81847572;0.83516824;0.82673776;0.22716129;0.6190657
0047.jpg;Vilkas miške prie medžio;there is a wolf standing in the woods looking at something;0.0;0.0;0.0;0.82846248;0.84227967;0.83531398;0.22758035;0.80825883
0048.jpg;Rudasis lokys miške;there is a brown bear walking through a grassy field;0.0;0.0;0.0;0.8137275;0.83058774;0.82207119;0.22385454;0.4655869
0049.jpg;Skrendančių paukščių būrys;there are five birds flying in the sky together;0.0;0.0;0.0;0.83446902;0.83991861;0.83718491;0.20780393;0.81118411
0050.jpg;Žmogus miške pjauna grybą;someone is cutting a mushroom with a pair of scissors on the ground;0.0;0.0;0.0;0.82021797;0.81555128;0.81787795;0.14905873;0.60630834
0051.jpg;Angis ant kibiro;there is a snake that is sitting in a cup;0.0;0.0;0.0;0.79640764;0.80399871;0.80018514;0.1287728;0.34426129
0052.jpg;Sužymėtos sraigės;there are many cloves of garlic on the ground with numbers on them;0.0;0.0;0.0;0.81491983;0.83226115;0.8234992;0.08379596;0.46131921
0053.jpg;Žmogus laužiantis šokoladą;someone holding a piece of chocolate with a bite taken out of it;0.0;0.0;0.0;0.82636023;0.83650166;0.83140004;0.28330243;0.81792814
0054.jpg;Apgraužti baravykai prie pintinės;there are three mushrooms in a basket on the ground;0.0;0.0;0.0;0.80734426;0.80673921;0.80704159;-0.03490233;0.46986941
0055.jpg;Skaičiuojami pinigai;someone holding a calculator and a cell phone with a lot of money;0.0;0.0;0.0;0.80839157;0.80874175;0.80856657;0.12458374;0.53404284
0056.jpg;Seselė skiepiją žmogų;someone is getting a vacciator from a person in blue gloves;0.0;0.0;0.0;0.81171632;0.82696116;0.81926781;0.17969203;0.47258714
0057.jpg;Zaporižios atominė elektrinė;there is a man that is flying a kite in the water;0.0;0.0;0.0;0.7900489;0.8108319;0.80030549;-0.03156257;0.0645756
0058.jpg;Lazdyno riešutų sauja;someone holding a handful of nuts in their hands;0.0;0.0;0.0;0.82612312;0.81647676;0.8212716;0.04926977;0.58543688
0059.jpg;Troleibusas prie troleibusų stotelės;arafed bus on a city street with a sign on the side;0.0;0.0;0.0;0.83535659;0.80665779;0.82075638;0.2113162;0.61867416
0060.jpg;Minia žmonių protestuojančių su ženklais;several people holding signs and signs in a crowd of people;0.0;0.0;0.0;0.84860903;0.84631944;0.84746271;0.47890079;0.89954424
0061.jpg;Negalią turintys asmenys;there is a man in a wheelchair that is sitting down;0.0;0.0;0.0;0.82241291;0.83199686;0.82717711;-0.01688794;0.44765225
0062.jpg;Neapdoroti makaronai esantys restorano terasoje;there is a bowl of spaghetti noodles on a table outside;0.0;0.0;0.0;0.84278679;0.82873809;0.83570337;0.1790612;0.79523236
0063.jpg;Bendras vaizdas į Žmogaus teisių ir civilizacijų aljanso kambarį;arafed view of a large room with a ceiling of colorful paintings;0.0;0.0;0.0;0.84393442;0.81799704;0.83076334;0.02836942;0.27888784
0064.jpg;Utėlės plaukuose;someone is rubbing their hair with their fingers and touching it;0.0;0.0;0.0;0.76830524;0.80531788;0.78637624;0.15808856;0.58037692
0065.jpg;Moteriai operacinėje atliekama akių operacija;arafed woman getting a laser treatment in a beauty salon;0.0;0.0;0.0;0.83808243;0.83035004;0.83419836;0.21911812;0.61505175
0066.jpg;Europos Centrinis Bankas;araffled blue and yellow euro sign in front of a tall building;0.0;0.0;0.0;0.77956772;0.7945658;0.78699529;0.17331168;0.31869546
0067.jpg;Kalifornijos Nacionalinės gvardijos kariai ir jūrų pėstininkai sulaiko demonstrantus;there are many people in the crowd wearing helmets and holding guns;0.0;0.0;0.0;0.8420583;0.82711399;0.83451921;0.09923674;0.48576418
0068.jpg;Automobilių servise taisomas automobilis;arafed man standing in front of a car in a garage;0.0;0.0;0.0;0.81963426;0.82600808;0.82280886;0.35761899;0.40085572
0069.jpg;Avižų košė su obuoliais;there is a bowl of oatmeal with apples and a spoon;0.0;0.0;0.0;0.81381744;0.83383292;0.82370365;0.26990089;0.72899914
0070.jpg;Kavos stiklinė;there is a glass of coffee with a lot of coffee beans;0.0;0.0;0.0;0.80387247;0.83911681;0.82111663;0.42349902;0.81565809
0071.jpg;Kavos puodelis;there is a cup of hot chocolate with a spoon on the table;0.0;0.0;0.0;0.78993809;0.82037401;0.80486846;0.17861363;0.7317422
0072.jpg;Keptos perlinės kruopos su grybais;there is a plate of food with mushrooms and bread on it;0.0;0.0;0.0;0.82982296;0.83949244;0.83462977;0.16498664;0.69683498
0073.jpg;Elektros stulpai ir kabantys laidai;there are many power lines that are connected to poles;0.0;0.0;0.0;0.85155714;0.83743602;0.84443754;0.2173339;0.62471241
0074.jpg;Pleviasuojanti Japonijos vėliava;there is a flag flying in front of a building with a flag pole;0.0;0.0;0.0;0.83728647;0.81675047;0.82689095;0.1542677;0.55453557
0075.jpg;Moteris su puodelius susiėmusi už gerklės;arafed woman with sore holding a cup of coffee;0.0;0.0;0.0;0.83105975;0.81639779;0.82366347;0.12452742;0.68089837
0076.jpg;Moteris susiėmusi už gerklės ir krūtinės;woman with sore holding her chest in pain while sitting on a couch;0.0;0.0;0.0;0.82924342;0.82880074;0.82902205;0.13289335;0.66038257
0077.jpg;Moteris su puodelius susiėmusi už gerklės;arafed woman sitting on a bed with a cup of coffee;0.0;0.0;0.0;0.82859302;0.81939107;0.82396638;0.10973088;0.63661999
0078.jpg;Seselė skiepija vaiką;arafed person in a blue gown and gloves is getting a vacciator;0.0;0.0;0.0;0.8137033;0.85056114;0.83172405;0.14037168;0.45914844
0079.jpg;Seselė skiepija vaiką;arafed woman getting a vaccine from a doctor in a hospital;0.0;0.0;0.0;0.83235061;0.84572697;0.83898544;0.10274547;0.69892818
0080.jpg;Tamponas laikomas rankose;someone is holding a banana in their hand and a toothbrush in their other hand;0.0;0.0;0.0;0.81611407;0.84148681;0.82860625;0.23004726;0.36975786
0081.jpg;Plaukų slinkimas, plaukų netekimas;someone is holding their hands up with hair in the shower;0.0;0.0;0.0;0.82125306;0.82950187;0.8253569;0.03037781;0.43576011
0082.jpg;Švirkštai ant žemės;there is a bunch of pens and a pen holder on the ground;0.0;0.0;0.0;0.8316704;0.8048557;0.81804335;0.21321732;0.58643913
0083.jpg;Gaminama mačia;a close up of a bowl of matcha next to a whisk;0.0;0.0;0.0;0.79313123;0.79635668;0.79474068;0.04237364;0.4625425
0084.jpg;Moteris žindo kūdikį;there is a woman sitting on a bed holding a baby;0.0;0.0;0.0;0.81966132;0.82325196;0.82145274;0.29003164;0.81073731
0085.jpg;Besilaukianti moteris laikosi už pilvo;pregnant woman sitting on a couch with her belly exposed;0.0;0.0;0.0;0.84051824;0.84461498;0.8425616;0.17048542;0.7683897
0086.jpg;Uodas siurbia kraują;arafed mosquito on a human skin with a black background;0.0;0.0;0.0;0.81647021;0.82961994;0.8229925;0.03718337;0.40887779
0087.jpg;Automobilis degalinėje;there are many gas pumps at the gas station with cars in the background;0.0;0.0;0.0;0.83572435;0.85193104;0.84374982;0.27081993;0.61350042
0088.jpg;Moteris kraunanti elektromobilį;arafed woman holding a hair dryer and a car plugged in;0.0;0.0;0.0;0.8225764;0.84400666;0.83315372;0.12482442;0.5647065
0089.jpg;Eismas draudžiamas;there is a red and white sign on the side of the road;0.0;0.0;0.0;0.79866552;0.81790829;0.80817235;0.09721144;0.3712388
0090.jpg;Slenkantys ledynai;there is a large iceberg that is partially submerged in the water;0.0;0.0;0.0;0.81516343;0.83111238;0.82306069;0.16383712;0.72500014
0091.jpg;Baltyminiai milteliai;someone is pouring a mixture into a container of food;0.0;0.0;0.0;0.82408881;0.83447015;0.829247;0.01944946;0.22633649
0092.jpg;Spermatozoidai ir kiaušialąstės;a close up of a red object with a lot of small white objects;0.0;0.0;0.0;0.83675086;0.79365027;0.81463087;0.04010072;0.18379818
0093.jpg;DNR struktūra;there are two strands of dna in the air;0.0;0.0;0.0;0.81990314;0.85366619;0.83644408;0.16458927;0.61667633
0094.jpg;Grūdai;a close up of a pile of brown rice on a table;0.0;0.0;0.0;0.76300097;0.78608656;0.77437174;0.11762625;0.29532781
0095.jpg;Obuolys rankoje;someone holding a red apple with a leaf on it in front of a tree;0.0;0.0;0.0;0.79889131;0.83714795;0.81757236;0.09985426;0.36229882
0096.jpg;Daug obuolių dėžėje;there are many boxes of apples that are sitting on a table;0.0;0.0;0.0;0.83069783;0.82411587;0.82739377;0.2930164;0.9361816
0097.jpg;Didelių gabaritų atliekos;araff of old appliances and other junk outside a brick building;0.0;0.0;0.0;0.82977331;0.8220126;0.82587481;0.02358509;0.41858047
0098.jpg;Didelių gabaritų atliekos prie tvoros;there are a lot of stuff that is sitting in the grass;0.0;0.0;0.0;0.84431565;0.82556766;0.83483648;0.02822098;0.55012167
0099.jpg;Dubajaus šokoladas su pistacijomis;there is a chocolate bar with pistachios and nuts on it;0.0;0.0;0.0;0.82647711;0.82834339;0.82740921;0.37832272;0.79098135
0100.jpg;Augančios raudonos saldžiosios paprikos;there are two red peppers growing on the plant in the garden;0.0;0.0;0.0;0.84052086;0.8500604;0.84526372;0.48411554;0.85004508
0101.jpg;Įdarytos paprikos su smulkinta mėsa ir ryžiais;there are three stuffed peppers on a plate with a spoon;0.0;0.0;0.0;0.83697701;0.82628214;0.83159518;0.28971475;0.66687572
0102.jpg;Du baliniai vėžliai;there are two turtles that are sitting on the rocks in the water;0.0;0.0;0.0;0.82502711;0.86062467;0.84244996;0.16370253;0.49367866
0103.jpg;Moteris konservuoja daržoves;someone is pouring water into a jar of vegetables on a table;0.0;0.0;0.0;0.82314301;0.81698322;0.82005161;0.13018021;0.63437432
0104.jpg;Rusijos karys leidžia droną karinėse pratybose;arafed soldier with a gun and a remote control plane;0.0;0.0;0.0;0.82506657;0.8320061;0.82852185;0.11768755;0.62331671
0105.jpg;Dronai nešantys dvi vėliavas;there are two kites flying in the sky with a russian and a russian flag;0.0;0.0;0.0;0.8288995;0.83697176;0.83291608;0.31982738;0.71963257
0106.jpg;Dronas skraidantis danguje;arafed flying in the air with a camera attached to it;0.0;0.0;0.0;0.8187058;0.81078142;0.81472433;0.16068587;0.71838552
0107.jpg;Rusijos tankai parade;military vehicles are lined up in a parade in front of a building;0.0;0.125;0.125;0.83361971;0.85873473;0.8459909;0.4711054;0.65724844
0108.jpg;Pastatyti užtvarai ant tilto prie šalių sienos;there is a man riding a motorcycle down a street next to a fence;0.0;0.0;0.0;0.83150417;0.82827723;0.82988757;0.09696438;0.37913334
0109.jpg;Gyvenamasis namas po Rusijos smūgių Kijeve;arafed building with smoke coming out of it at night;0.0;0.0;0.0;0.83326125;0.83024585;0.83175081;0.08012313;0.44423738
0110.jpg;Pusiau perpjauti avokadai;there are nine avocados on a white table with one cut in half;0.0;0.0;0.0;0.79764104;0.80276358;0.80019414;0.30416638;0.75849652
0111.jpg;Sumuštinis su mėsa ir daržovėmis;there is a sandwich with meat and vegetables on a wooden board;0.0;0.0;0.0;0.84919596;0.85477257;0.85197514;0.23392642;0.72822237
0112.jpg;Kapų žvakės lentynoje;there are many jars of toothbrushes on the shelves in the store;0.0;0.0;0.0;0.80716807;0.80750233;0.80733514;0.14797251;0.42787451
0113.jpg;Viena deganti elektros lemputė tarp kitų lempučių;a group of light bulbs hanging from a string with a glowing light bulb;0.0;0.0;0.0;0.83702731;0.83457351;0.83579862;0.16511771;0.80179954
0114.jpg;Pelė prie vamzdžio;there is a rat that is looking out of a pipe;0.0;0.0;0.0;0.83760393;0.86091852;0.84910119;0.0885227;0.76141357
0115.jpg;Lėktuvo keleivė lėktuve;arafed view of a woman standing in the aisle of an airplane;0.0;0.0;0.0;0.83238071;0.84070408;0.83652174;0.17468563;0.63762337
0116.jpg;Lobių skrynios;there is a gold coin and a gold bug in the dirt;0.0;0.0;0.0;0.80820018;0.83172244;0.81979263;0.00533532;0.48926595
0117.jpg;Popieriniai dokumentai ir kompiuteris;three people sitting at a table with papers and laptops;0.0;0.0;0.0;0.85856342;0.85463488;0.85659468;0.37098733;0.49339062
0118.jpg;Nelaimingas jaunas vyras;there is a man making a face with his hands;0.0;0.0;0.0;0.82558841;0.82429028;0.82493877;0.06958722;0.51259458
0119.jpg;Krūties vėžys, mamografija;arafed woman looking at a computer screen with a breast scan on it;0.0;0.0;0.0;0.81584597;0.84175277;0.82859689;-0.01393017;0.45862105
0120.jpg;Pokalbis su vaiku;arafed boy looking at his father in the mirror;0.0;0.0;0.0;0.81616676;0.81175423;0.81395447;0.03027789;0.4930149
0121.jpg;Neteisėtai pagautos žuvys, unguriai;there are many fish that are laying on the grass;0.0;0.0;0.0;0.83621657;0.82009602;0.82807785;0.10073692;0.41717905
0122.jpg;Kontrabandininkų balionas prie baidarininko;there is a man rowing a boat with a balloon in the background;0.0;0.0;0.0;0.81677991;0.79495621;0.80572033;0.18851222;0.66845495
0123.jpg;Fizinio barjero pasienyje su Baltarusija statyba;barbed wire fence surrounding a military area with soldiers standing on the side;0.0;0.0;0.0;0.81777394;0.81707191;0.81742275;0.12427112;0.50877327
0124.jpg;Vagis laužiasi į automobilį;araffe in a black hoodie is opening the door of a car;0.0;0.0;0.0;0.82261872;0.83047944;0.8265304;0.26273385;0.61706239
0125.jpg;Ūkininko laukas prie miško;trees in a field with a few yellow leaves on the trees;0.0;0.0;0.0;0.82509232;0.82776344;0.82642573;0.01801689;0.59366143
0126.jpg;Pistoletas rankose;someone holding a black gun in their hand with a white background;0.0;0.0;0.0;0.79106152;0.84048814;0.81502622;0.3379471;0.78312868
0127.jpg;Sprogmuo žolėje;there are two birds that are standing in the grass;0.0;0.0;0.0;0.80387223;0.81131792;0.80757791;-0.03002391;0.46305543
